contact_hypothesis,load_hypothesis,load_ohm,frequency_hz,vcmd,s6_zout_mag_ohm,s6_zout_phase_deg,VNA_mag,VNA_db,VCMD_NODE_mag
core_without_lr_bridge,r1_r2_series_1003k,1003000,10000,3,4956.247748002117,-65.06599333882636,0.09664508349762199,-20.296404687682802,0.021248951215714774
core_without_lr_bridge,r1_r2_series_1003k,1003000,20000,0,2779.6588008392096,-73.24149113559905,0.726683920650255,-2.773088986863426,0.09631978086255545
core_without_lr_bridge,r1_r2_series_1003k,1003000,20000,3,2779.6588008392096,-73.24149113559905,0.15587262583311398,-16.14460296799763,0.02066044814144883
core_without_lr_bridge,r1_r2_parallel_2k991,2991.026919242273,100,0,2493.6910360548027,-0.2917379235845192,0.013359971992442514,-37.483889046102306,0.0014811011533778376
core_without_lr_bridge,r1_r2_parallel_2k991,2991.026919242273,100,3,2493.6910360548027,-0.2917379235845192,0.001072868521233502,-59.38906994095002,0.00011840906675712553
core_without_lr_bridge,r1_r2_parallel_2k991,2991.026919242273,1000,0,2486.694714326542,-2.887820780542079,0.1316121193369793,-17.61408234835738,0.014556138455833922
core_without_lr_bridge,r1_r2_parallel_2k991,2991.026919242273,1000,3,2486.694714326542,-2.887820780542079,0.010617899389765593,-39.479227882923496,0.0011742733699586763
core_without_lr_bridge,r1_r2_parallel_2k991,2991.026919242273,10000,0,2189.8619546730997,-23.619234878576286,0.6667475116738669,-3.5207719287594847,0.06629540206451474
core_without_lr_bridge,r1_r2_parallel_2k991,2991.026919242273,10000,3,2189.8619546730997,-23.619234878576286,0.09645884715548664,-20.313158658567314,0.009590999653876163
core_without_lr_bridge,r1_r2_parallel_2k991,2991.026919242273,20000,0,1796.9436387221303,-38.24356688201129,0.741627423543169,-2.5962843886716547,0.062157232221886606
core_without_lr_bridge,r1_r2_parallel_2k991,2991.026919242273,20000,3,1796.9436387221303,-38.24356688201129,0.15615715971079497,-16.128761976788798,0.013087832824684982
core_without_m0_shunt,r1r2_open,Infinity,100,0,7497.200204712243,-1.5656102248429993,0.0161327145993338,-35.84585098288678,0.00439885860140539
core_without_m0_shunt,r1r2_open,Infinity,100,3,7497.200204712243,-1.5656102248429993,0.0010877218450379717,-59.26964298631552,0.00029527014695643783
core_without_m0_shunt,r1r2_open,Infinity,1000,0,7234.641671443737,-15.28664686045082,0.15447091416216374,-16.22306566562987,0.04131923284622145
core_without_m0_shunt,r1r2_open,Infinity,1000,3,7234.641671443737,-15.28664686045082,0.01075521777289077,-39.367615830853936,0.0028767700362986506
core_without_m0_shunt,r1r2_open,Infinity,10000,0,2576.9843176737486,-69.90376959963548,0.6392718321318167,-3.8862886242658106,0.07835300379488146
core_without_m0_shunt,r1r2_open,Infinity,10000,3,2576.9843176737486,-69.90376959963548,0.096111010424801,-20.344537138860993,0.01177993862010519
core_without_m0_shunt,r1r2_open,Infinity,20000,0,1349.6279974114298,-79.63312926008594,0.7282464761218259,-2.7544321636536484,0.048449352150981485
core_without_m0_shunt,r1r2_open,Infinity,20000,3,1349.6279974114298,-79.63312926008594,0.15552065537963933,-16.164238445068825,0.010346598836585136
core_without_m0_shunt,r1_3k,3000,100,0,2142.791807913213,-0.4474194767211879,0.013162762495102339,-37.613059098218024,0.001273773303359219
core_without_m0_shunt,r1_3k,3000,100,3,2142.791807913213,-0.4474194767211879,0.00107159129305842,-59.39941647596946,0.00010323636465036875
core_without_m0_shunt,r1_3k,3000,1000,0,2136.353081907491,-4.465223807928022,0.12966748599735264,-17.743378184125124,0.012517336439993764
core_without_m0_shunt,r1_3k,3000,1000,3,2136.353081907491,-4.465223807928022,0.010605151263994136,-39.48966265299183,0.0010237124948775365
core_without_m0_shunt,r1_3k,3000,10000,0,1688.9020596728667,-37.98663954773864,0.6566169564538765,-3.653758125119704,0.05192628250274362
core_without_m0_shunt,r1_3k,3000,10000,3,1688.9020596728667,-37.98663954773864,0.09623366121837174,-20.333459822372127,0.0076103030245273815
core_without_m0_shunt,r1_3k,3000,20000,0,1155.4715991498483,-57.36943794452854,0.734581794821735,-2.679196779995121,0.04111148705506983
core_without_m0_shunt,r1_3k,3000,20000,3,1155.4715991498483,-57.36943794452854,0.15573840763170632,-16.15208540239014,0.008716029783074933
core_without_m0_shunt,r2_1M,1000000,100,0,7441.430978610239,-1.5539612940903742,0.016102197681042582,-35.86229691959381,0.004366729368276301
core_without_m0_shunt,r2_1M,1000000,100,3,7441.430978610239,-1.5539612940903742,0.0010875843558199462,-59.27074096155717,0.0002936318240899673
core_without_m0_shunt,r2_1M,1000000,1000,0,7184.4904900782685,-15.178118372119785,0.1542496817279859,-16.235514467958865,0.041044671305829394
core_without_m0_shunt,r2_1M,1000000,1000,3,7184.4904900782685,-15.178118372119785,0.010754015996062854,-39.36858643734042,0.0028614330436723193
core_without_m0_shunt,r2_1M,1000000,10000,0,2574.697028295551,-69.76523162794842,0.6393730222357342,-3.884913846783346,0.07827898314733016
core_without_m0_shunt,r2_1M,1000000,10000,3,2574.697028295551,-69.76523162794842,0.09611258128929465,-20.34439517547859,0.011767139763589214
core_without_m0_shunt,r2_1M,1000000,20000,0,1349.2991096137368,-79.55708211228394,0.7282689714147779,-2.7541638635373644,0.048435087405910036
core_without_m0_shunt,r2_1M,1000000,20000,3,1349.2991096137368,-79.55708211228394,0.15552162941428296,-16.164184045022065,0.010343297810911197
core_without_m0_shunt,r1_r2_series_1003k,1003000,100,0,7441.596549181094,-1.5539958779448209,0.016102288294178452,-35.86224804095631,0.0043668247681841734
core_without_m0_shunt,r1_r2_series_1003k,1003000,100,3,7441.596549181094,-1.5539958779448209,0.0010875847647830532,-59.27073769541259,0.00029363669725591393
core_without_m0_shunt,r1_r2_series_1003k,1003000,1000,0,7184.639495033568,-15.17844074000606,0.15425033976207045,-16.235477413754403,0.041045487339513596
core_without_m0_shunt,r1_r2_series_1003k,1003000,1000,3,7184.639495033568,-15.17844074000606,0.010754019573151372,-39.36858354816944,0.002861478678204277
core_without_m0_shunt,r1_r2_series_1003k,1003000,10000,0,2574.7038860101757,-69.76564563166158,0.6393727200004903,-3.884917952653476,0.07827920491179041
core_without_m0_shunt,r1_r2_series_1003k,1003000,10000,3,2574.7038860101757,-69.76564563166158,0.09611257660723056,-20.344395598606262,0.011767178089092443
core_without_m0_shunt,r1_r2_series_1003k,1003000,20000,0,1349.3000966303352,-79.55730951602075,0.7282689041354634,-2.7541646659616745,0.04843513017875483
core_without_m0_shunt,r1_r2_series_1003k,1003000,20000,3,1349.3000966303352,-79.55730951602075,0.15552162650326531,-16.164184207602524,0.010343307706975955
core_without_m0_shunt,r1_r2_parallel_2k991,2991.026919242273,100,0,2138.210207992821,-0.4464628095516946,0.01316018645942491,-37.614759147988885,0.0012710640253954864
core_without_m0_shunt,r1_r2_parallel_2k991,2991.026919242273,100,3,2138.210207992821,-0.4464628095516946,0.0010715743914298085,-59.39955347487896,0.00010303532111019419
core_without_m0_shunt,r1_r2_parallel_2k991,2991.026919242273,1000,0,2131.8125714804046,-4.455714420386674,0.12964353773115728,-17.744982527780063,0.01249096823146796
core_without_m0_shunt,r1_r2_parallel_2k991,2991.026919242273,1000,3,2131.8125714804046,-4.455714420386674,0.010604986715894786,-39.489797423131705,0.001021728860916083
core_without_m0_shunt,r1_r2_parallel_2k991,2991.026919242273,10000,0,1686.6560158337381,-37.92716083547293,0.6566328500775649,-3.653547882924158,0.0518604897086749
core_without_m0_shunt,r1_r2_parallel_2k991,2991.026919242273,10000,3,1686.6560158337381,-37.92716083547293,0.09623342155561518,-20.33348145395945,0.007600457548631704
core_without_m0_shunt,r1_r2_parallel_2k991,2991.026919242273,20000,0,1154.7515807625286,-57.31371829204611,0.7345956387862889,-2.679033086835234,0.04108564931864061
core_without_m0_shunt,r1_r2_parallel_2k991,2991.026919242273,20000,3,1154.7515807625286,-57.31371829204611,0.1557387408238534,-16.152066819516676,0.00871040641391008
core_series_lm_mr_only,r1r2_open,Infinity,100,0,14995.83799351416,-1.3497502588218946,0.020166828113195458,-33.907248065751226,0.008641940783333461
core_series_lm_mr_only,r1r2_open,Infinity,100,3,14995.83799351416,-1.3497502588218946,0.0011024468866957307,-59.15284649290503,0.0004703378881687922
core_series_lm_mr_only,r1r2_open,Infinity,1000,0,14600.197836713456,-13.25818090611812,0.19016653901451508,-14.417317949840777,0.08076947225990941
core_series_lm_mr_only,r1r2_open,Infinity,1000,3,14600.197836713456,-13.25818090611812,0.010903158669971566,-39.24895335455663,0.004630692879538143
core_series_lm_mr_only,r1r2_open,Infinity,10000,0,5860.245805331529,-67.00299232820947,0.6408511895195065,-3.8648561045831418,0.16376042543861707
core_series_lm_mr_only,r1r2_open,Infinity,10000,3,5860.245805331529,-67.00299232820947,0.09679211135740692,-20.283200732665776,0.024733839020101508
core_series_lm_mr_only,r1r2_open,Infinity,20000,0,3113.7619557864973,-78.01918643231379,0.7232003786869323,-2.8148271024900895,0.10790059448685764
core_series_lm_mr_only,r1r2_open,Infinity,20000,3,3113.7619557864973,-78.01918643231379,0.15581773453521622,-16.147662284686128,0.023247809008532374
core_series_lm_mr_only,r1_3k,3000,100,0,2499.980723651853,-0.22499884341643586,0.013363525676861245,-37.48157895097677,0.0014848164711972966
core_series_lm_mr_only,r1_3k,3000,100,3,2499.980723651853,-0.22499884341643586,0.0010728915494616707,-59.38888350757271,0.00011867707824504846
core_series_lm_mr_only,r1_3k,3000,1000,0,2498.0745695462697,-2.2488444747250864,0.13169915462923562,-17.608340254908054,0.01462431112514786
core_series_lm_mr_only,r1_3k,3000,1000,3,2498.0745695462697,-2.2488444747250864,0.010618352184830362,-39.4788574853561,0.0011790436065215357
core_series_lm_mr_only,r1_3k,3000,10000,0,2327.0038887467504,-21.43989050175506,0.6689777142099471,-3.491766994624271,0.07017812945219656
core_series_lm_mr_only,r1_3k,3000,10000,3,2327.0038887467504,-21.43989050175506,0.09651028012873485,-20.308528476047883,0.010124265302685408
core_series_lm_mr_only,r1_3k,3000,20000,0,1966.0977502384583,-38.14602598722255,0.742310652202228,-2.588286145016504,0.06762864027186549
core_series_lm_mr_only,r1_3k,3000,20000,3,1966.0977502384583,-38.14602598722255,0.15622511170627942,-16.12498312250173,0.014232977326524569
core_series_lm_mr_only,r2_1M,1000000,100,0,14774.34487702548,-1.3298104270181366,0.0200498287876066,-33.95778663236243,0.008518801590003112
core_series_lm_mr_only,r2_1M,1000000,100,3,14774.34487702548,-1.3298104270181366,0.0011020988650266167,-59.15558889716888,0.0004661940951539488
core_series_lm_mr_only,r2_1M,1000000,1000,0,14395.54246825369,-13.069020571283238,0.18928929279108794,-14.457479026932337,0.07972566041291534
core_series_lm_mr_only,r2_1M,1000000,1000,3,14395.54246825369,-13.069020571283238,0.010899911600416876,-39.25154048450282,0.004590664493573309
core_series_lm_mr_only,r2_1M,1000000,10000,0,5846.774744392674,-66.6946190048852,0.6412505610927036,-3.8594448374666115,0.16336329700935937
core_series_lm_mr_only,r2_1M,1000000,10000,3,5846.774744392674,-66.6946190048852,0.09679609644857469,-20.282843127598007,0.024659506365419866
core_series_lm_mr_only,r2_1M,1000000,20000,0,3111.736204869229,-77.84478045838118,0.7233135483143364,-2.8134680019965934,0.10780506865389138
core_series_lm_mr_only,r2_1M,1000000,20000,3,3111.736204869229,-77.84478045838118,0.15582214245043097,-16.147416573736283,0.023224250252379206
core_series_lm_mr_only,r1_r2_series_1003k,1003000,100,0,14774.9976151574,-1.3298691892771473,0.020050173769273143,-33.95763718236284,0.008519164672460442
core_series_lm_mr_only,r1_r2_series_1003k,1003000,100,3,14774.9976151574,-1.3298691892771473,0.001102099896835649,-59.15558076525308,0.0004662063804939098
core_series_lm_mr_only,r1_r2_series_1003k,1003000,1000,0,14396.146273573337,-13.069578446562076,0.18929188678617767,-14.457359997480863,0.07972874406133926
core_series_lm_mr_only,r1_r2_series_1003k,1003000,1000,3,14396.146273573337,-13.069578446562076,0.01089992123209025,-39.251532809246534,0.0045907831976808484
core_series_lm_mr_only,r1_r2_series_1003k,1003000,10000,0,5846.815196309017,-66.6955392394899,0.6412493721222835,-3.8594609423654647,0.16336448670320586
core_series_lm_mr_only,r1_r2_series_1003k,1003000,10000,3,5846.815196309017,-66.6955392394899,0.09679608468164093,-20.282844183490734,0.024659728673307443
core_series_lm_mr_only,r1_r2_series_1003k,1003000,20000,0,3111.7423029770885,-77.84530177218375,0.7233132101383437,-2.8134720629740824,0.10780535537869734
core_series_lm_mr_only,r1_r2_series_1003k,1003000,20000,3,3111.7423029770885,-77.84530177218375,0.15582212930348285,-16.147417306577864,0.02322432091974755
core_series_lm_mr_only,r1_r2_parallel_2k991,2991.026919242273,100,0,2493.746453538412,-0.22443775479070993,0.01336002602154606,-37.483853919540515,0.0014811362566515684
core_series_lm_mr_only,r1_r2_parallel_2k991,2991.026919242273,100,3,2493.746453538412,-0.22443775479070993,0.001072869212001831,-59.389064348526134,0.00011841147029570532
core_series_lm_mr_only,r1_r2_parallel_2k991,2991.026919242273,1000,0,2491.8545134108304,-2.243242120164294,0.13166589348959193,-17.61053418756374,0.014588238888361594
core_series_lm_mr_only,r1_r2_parallel_2k991,2991.026919242273,1000,3,2491.8545134108304,-2.243242120164294,0.010618132089068796,-39.479037527162475,0.001176408112051098
core_series_lm_mr_only,r1_r2_parallel_2k991,2991.026919242273,10000,0,2321.9737046985315,-21.391261319353042,0.6689619239895449,-3.4919720145038906,0.0700377216906206
core_series_lm_mr_only,r1_r2_parallel_2k991,2991.026919242273,10000,3,2321.9737046985315,-21.391261319353042,0.09650903548994456,-20.308640493802557,0.010104117528897612
core_series_lm_mr_only,r1_r2_parallel_2k991,2991.026919242273,20000,0,1963.060988361126,-38.076553713929115,0.7423247716091004,-2.5881209332643325,0.06752899887652335
core_series_lm_mr_only,r1_r2_parallel_2k991,2991.026919242273,20000,3,1963.060988361126,-38.076553713929115,0.15622468093794464,-16.125007072629423,0.01421169750735829
